"airportIATACode";"airportName";"airportICAOCode"
"NKC";"NOUAKCHOTT";"GQNN"
"NKD";"Sinak";""
"NKG";"NANKING NANJING";"ZSNJ"
"NKI";"Naukiti";""
"NKL";"Nkolo";"FZAR"
"NKM";"Komaki AFB";"RJNA"
"NKN";"Nankina";""
"NKS";"Nkongsamba";""
"NKT";"ÅžÄ±rnak Åžerafettin ElÃ§i Airport";"LTCV"
"NKU";"Nkaus";"FXNK"
"NKW";"Diego Garcia Naval Support Facility";"FJDG"
"NKX";"Miramar MS";"KNKX"
"NKY";"Nkayi";""
"NLA";"NDOLA";"FLND"
"NLC";"Lemoore NAS (Reeves Field)";"KNLC"
"NLD";"International Quetzalcoatl";"MMNL"
"NLE";"Jerry Tyler Memorial";""
"NLF";"Darnley Island";"YDNI"
"NLG";"Nelson Lagoon";"PAOU"
"NLI";"Nikolayevsk-na-Amure Airport";"UHNN"
"NLK";"Norfolk Island";"YSNF"
"NLL";"Nullagine";"YNUL"
"NLN";"Kneeland";""
"NLO";"N'dolo";"FZAB"
"NLP";"Nelspruit Airport";"FANS"
"NLS";"Nicholson";"YNIC"
"NLT";"Nalati";"ZWNL"
"NLU";"Santa Lucia";""
"NLV";"Nikolaev (Mykolaiv)";"UKON"
"NMA";"Namangan";"UTKN"
"NMB";"Daman";"VADN"
"NMC";"Norman's Cay";"MYEN"
"NME";"Nightmute";"PAGT"
"NMG";"San Miguel";""
"NML";"Mildred Lake";""
"NMN";"Nomane";""
"NMP";"New Moon";""
"NMR";"Nappa Merry";"YNAP"
"NMS";"Namsang";"VYNS"
"NMT";"Namtu";"VNMT"
"NNA";"NAF";"GMMY"
"NNB";"Santa Ana";"AGGT"
"NND";"Nangade";""
"NNG";"NANNING";"ZGNN"
"NNI";"Namutoni";"FYNA"
"NNK";"Naknek";""
"NNL";"Nondalton";"PANO"
"NNM";"Naryan-Mar";"ULAM"
"NNR";"Connemara";"EICA"
"NNT";"Nan";"VTCN"
"NNU";"Nanuque";"SNNU"
"NNX";"Nunukan";"WRLF"
"NNY";"Nanyang";"ZHNY"
"NOA";"Nowra";"YSNW"
"NOB";"Nosara Beach";"MRNS"
"NOC";"knock";"EIKN"
"NOD";"Norden";"EDWS"
"NOG";"Nogales";"MMNG"
"NOJ";"Nojabrxsk";"USRO"
"NOK";"Nova Xavantina";""
"NOM";"Nomad River";""
"NON";"Nonouti";"NGTO"
"NOO";"Naoro";""
"NOP";"SINOP";"LTCM"
"NOR";"Nordfjordur";"BINF"
"NOS";"Fascene";"FMNN"
"NOT";"Novato";"KDVO"
"NOU";"NOUMEA";"NWWW"
"NOV";"Huambo";"FNHU"
"NOZ";"SPICHENKOVO";"UNWW"
"NPA";"Pensacola NAS";"KNPA"
"NPE";"Hawkes Bay";"NZNR"
"NPG";"Nipa";""
"NPH";"Nephi";""
"NPL";"New Plymouth";"NZNP"
"NPO";"Nangapinoh";"WIOG"
"NPP";"Napperby";""
"NPR";"Novo Progresso Municipal";"SJNP"
"NPT";"State";"KUUU"
"NPU";"San Pedro Uraba";""
"NQA";"Millington Regional Jetport";"KNQA"
"NQI";"NAS";"KNQI"
"NQL";"Niquelandia";"SWNQ"
"NQN";"Neuquen";"SAZN"
"NQT";"Nottingham Airport";"EGBN"
"NQU";"Nuqui";"SKNQ"
"NQX";"Key West NAS /Boca Chica Field (private U. S. Navy";"KNQX"
"NQY";"NEWQUAY AIRPORT";"EGDG"
"NRA";"Narrandera";"YNAR"
"NRB";"Ns";"KNRB"
"NRD";"Norderney";"EDWY"
"NRE";"Namrole";"WAPG"
"NRG";"Narrogin";""
"NRI";"Shangri-la";""
"NRK";"KUNGSANGEN";"ESSP"
"NRL";"North Ronaldsay";"EGEN"
"NRM";"Nara";"GANK"
"NRN";"Weeze";"EDLV"
"NRR";"Roosevelt NAS";"TJNR"
"NRS";"NAS";"KNRS"
"NRT";"NARITA";"RJAA"
"NRY";"Newry";""
"NSE";"Whiting Field NAS";"KNSE"
"NSH";"Now Shahr";"OINN"
"NSI";"YAOUNDE";"FKYS"
"NSK";"Norilsk";"UOOO"
"NSL";"Slayton Municipal";""
"NSM";"Norseman";"YNSM"
"NSN";"Nelson";"NZNS"
"NSO";"Scone";"YSCO"
"NST";"Nakhon Si Thammarat";"VTSN"
"NSV";"Noosaville";"YNSH"
"NSY";"NAS Sigonella";"LICZ"
"NTB";"Notodden";"ENNO"
"NTC";"Santa Carolina";""
"NTD";"Point Mugu NAS (Naval Base Ventura County";"KNTD"
"NTE";"ATLANTIQUE";"LFRS"
"NTG";"Nantong";""
"NTI";"Bintuni";"WASB"
"NTJ";"Manti-Ephraim";""
"NTL";"WILLIAMTOWN";"YWLM"
"NTN";"Normanton";"YNTN"
"NTO";"Santo Antao";"GVAN"
"NTQ";"Noto Airport";"RJNW"
"NTR";"Aeropuerto del Norte International Airport";"MMAN"
"NTT";"Kuini Lavenia";"NFTP"
"NTU";"NAS";"KNTU"
"NTX";"Natuna Ranai";"WION"
"NTY";"Pilanesberg";"FAPN"
"NUB";"Numbulwar";"YNUM"
"NUD";"En Nahud";"HSNH"
"NUE";"NUREMBERG";"EDDN"
"NUG";"Nuguria";""
"NUI";"Nuiqsut";"PAQT"
"NUK";"Nukutavake";"NTGW"
"NUL";"Nulato";"PANU"
"NUP";"Nunapitchuk";""
"NUQ";"Moffett Federal Airfield";"KNUQ"
"NUR";"Nullarbor";"YNUB"
"NUS";"Norsup";"NVSP"
"NUU";"Nakuru";"HKNK"
"NUW";"Whidbey Island Naval Air Station (Ault Field)";"KNUW"
"NUX";"Novy Urengoy";"USMU"
"NVA";"La Marguita";"SKNV"
"NVD";"Nevada";"KNVD"
"NVG";"Nueva Guinea";"MNNG"
"NVI";"Navoi International Airport";"UTSA"
"NVK";"Framnes";"ENNK"
"NVN";"Nervino";""
"NVP";"Novo Aripuana";"SWNA"
"NVR";"Novgorod";""
"NVS";"Nevers";"LFQG"
"NVT";"NAVEGANTES";"SBNF"
"NVY";"Neyveli";""
"NWA";"Moheli";"FMCI"
"NWI";"NORWICH";"EGSH"
"NWT";"Nowata";""
"NXX";"Willow Grove NAS";"KNXX"
"NYA";"Nyagan";"USHN"
"NYE";"Nyeri";"HKNI"
"NYI";"Sunyani";"DGSN"
"NYK";"Nanyuki";"HKNY"
"NYM";"Nadym";"USMM"
"NYN";"Nyngan";"YNYN"
"NYO";"Skavsta";"ESKN"
"NYR";"Nyurba Airport";"UENN"
"NYT";"NAY PYI TAW INTERNATIONAL";"VYNT"
"NYU";"Nyaung-u";"VBNU"
"NYW";"Monywar Airport";"VYMY"
"NZA";"Nzagi";"FNZG"
"NZC";"Maria Reiche Neuman Airport";"SPZA"
"NZE";"Nzerekore";"GUNZ"
"NZH";"Manzhouli";"ZBMZ"
"NZJ";"El Toro Marine Corps Air Station";"KNZJ"
"NZL";"Chengjisihan Airport";"ZBZL"
"NZY";"North Island NAS";"KNZY"
"OAG";"Springhill";"YORG"
"OAH";"Shindand Airport";"OASD"
"OAI";"Bagram";"OAIX"
"OAJ";"A J ELLIS";"KOAJ"
"OAK";"OAKLAND";"KOAK"
"OAL";"CAPITAL DO CAFE";"SSKW"
"OAM";"Oamaru";"NZOU"
"OAN";"Olanchito";""
"OAR";"Marina Municipal";"KOAR"
"OAS";"Sharana Air Base";"OASA"
"OAX";"XOXOCOTLAN";"MMOX"
"OAZ";"Camp Bastion";"OAZJ"
"OBC";"Obock";"HDOB"
"OBD";"Obano";""
"OBE";"County";"KOBE"
"OBF";"Oberpfaffenhofen";"EDMO"
"OBI";"Obidos";"SBTS"
"OBL";"Zoersel";"EBZR"
"OBM";"Morobe";""
"OBN";"Oban Airport";"EGEO"
"OBO";"Obihiro";"RJCB"
"OBS";"Vals-Lanas";"LFHO"
"OBU";"Kobuk/Wien";"PAOB"
"OBX";"Obo";""
"OBY";"Ittoqqortoormiit Heliport";"BGSC"
"OCA";"Ocean Reef";"07FA"
"OCC";"Coca";"SECO"
"OCE";"Municipal";"KOXB"
"OCF";"Taylor Field";"KOCF"
"OCH";"A L Mangham Jr. Regional";"KOCH"
"OCJ";"Boscobel";"MKBS"
"OCM";"Boolgeeda";"YBGD"
"OCN";"Municipal";"KOKB"
"OCV";"Aguasclaras";"SKOC"
"OCW";"Warren Field";"KOCW"
"ODA";"Ouadda";"FEFW"
"ODB";"Cordoba";"LEBA"
"ODC";"Oakdale";""
"ODD";"Oodnadatta";"YOOD"
"ODE";"Beldringe";"EKOD"
"ODH";"RAF Station";"EGVO"
"ODJ";"Ouanda Djalle";"FEGO"
"ODL";"Cordillo Downs";""
"ODN";"Long Seridan";"WBGI"
"ODO";"Bodaybo";"UIKB"
"ODR";"Ord River";"YORV"
"ODS";"INTERNATIONAL";"UKOO"
"ODW";"Oak Harbor";""
"ODY";"Oudomxai";"VLOS"
"OEA";"Oneal";""
"OEC";"Ocussi";"WPOC"
"OEL";"Orel";"UUOR"
"OEM";"Vincent Fayks";"SMPA"
"OEO";"Municipal";""
"OER";"Ornskoldsvik";"ESNO"
"OES";"San Antonio Oeste";"SAVN"
"OFF";"Offutt Air Force Base";"KOFF"
"OFI";"Ouango Fitini";"DIOF"
"OFJ";"Olafsfjordur";"BIOF"
"OFK";"Stefan Field";"KOFK"
"OFU";"Airstrip";""
"OGA";"Searle Field";"KOGA"
"OGB";"Municipal";"KOGB"
"OGD";"Municipal";"KOGD"
"OGE";"Ogeranang";""
"OGG";"KAHULUI";"PHOG"
"OGL";"Ogle";"SYGO"
"OGM";"Ogobsucum";""
"OGN";"Yonaguni Jima";"ROYN"
"OGO";"Abengourou";"DIAU"
"OGR";"Bongor";""
"OGS";"Ogdensburg";"KOGS"
"OGX";"Ain Beida";"DAUU"
"OGZ";"BESLAN";"URMO"
"OHA";"Royal Air Force Base";"NZOH"
"OHB";"Ambohibary";""
"OHD";"Ohrid";"LWOH"
"OHE";"Gulian";"ZYMH"
"OHH";"Novostroyka";"UHSH"
"OHI";"Oshakati";""
"OHO";"Okhotsk";"UHOO"
"OHR";"Wyk Auf Foehr";""
"OHS";"Sohar Airport";"OOSH"
"OHT";"Kohat";"OPKT"
"OIA";"Ourilandia";"SDOW"
"OIC";"Eaton";""
"OIM";"Oshima";"RJTO"
"OIR";"Okushiri";"RJEO"
"OIT";"OITA";"RJFO"
"OJC";"Johnson Executive";"KOJC"
"OKA";"NAHA";"ROAH"
"OKB";"Fraser Island";""
"OKC";"WILL ROGERS WORLD";"KOKC"
"OKD";"Okadama";"RJCO"
"OKE";"Okino Erabu";"RJKB"
"OKF";"Okaukuejo";"FYOO"
"OKG";"Okoyo";""
"OKH";"Cottesmor RAF";"EGXJ"
"OKI";"Oki Island";"RJNO"
"OKJ";"OKAYAMA";"RJOB"
"OKK";"Kokomo";"KOKK"
"OKL";"Oksibil";"WAJO"
"OKM";"Okmulgee";"KOKM"
"OKN";"Okondja";"FOGQ"
"OKO";"Yokota AFB";"RJTY"
"OKP";"Oksapmin";""
"OKQ";"Okaba";"WAKO"
"OKR";"Yorke Island";"YYKI"
"OKS";"Oshkosh";""
"OKT";"Oktiabrskij";"UWUK"
"OKU";"Mokuti Lodge";"FYMO"
"OKV";"Okao";""
"OKY";"Oakey";"YBOK"
"OLA";"Orland";"ENOL"
"OLB";"OLBIA";"LIEO"
"OLC";"Sen. Eunice Micheles";"SDCG"
"OLD";"Old Town";"KOLD"
"OLF";"International";"KOLF"
"OLH";"Old Harbor SPB";""
"OLI";"Rif";""
"OLJ";"Olpoi";"NVSZ"
"OLK";"Fuerte Olimpo";""
"OLL";"Ollombo";"FCOD"
"OLM";"Olympia";"KOLM"
"OLN";"Colonia Sarmiento";""
"OLO";"Olomouc";"LKOL"
"OLP";"Olympic Dam";"YOLD"
"OLQ";"Olsobip";""
"OLR";"Salerno Air Base";""
"OLS";"International";"KOLS"
"OLU";"Columbus Municipal";"KOLU"
"OLV";"Olive Branch Airport";"KOLV"
"OLZ";"Olyokminsk Airport";"UEMO"
"OMA";"OMAN";"KOMA"
"OMB";"Omboue";"FOOH"
"OMC";"Ormoc";"RPVO"
"OMD";"Oranjemund";"FYOG"
"OME";"Nome";"PAOM"
"OMF";"King Hussein";"OJMF"
"OMG";"Omega";"FYOE"
"OMH";"Urmieh";"OITR"
"OMI";"Omidieh";"OIAJ"
"OMK";"Municipal";"KOMK"
"OMM";"Marmul";"OONR"
"OMO";"INTERNATIONAL";"LQMO"
"OMR";"Oradea";"LROD"
"OMS";"TSENTRALNY";"UNOO"
"OMY";"Oddor Meanche";""
"ONA";"Municipal";"KONA"
"ONB";"Ononge";""
"OND";"Ondangwa";"FAOA"
"ONG";"Mornington";"YMTI"
"ONI";"Moanamani";"WABD"
"ONJ";"Odate Noshiro";"RJSR"
"ONK";"Olenyok Airport";"UERO"
"ONL";"Municipal";"KONL"
"ONO";"Ontario Municipal Airport";"KONO"
"ONP";"Newport";"KONP"
"ONQ";"Zonguldak";"LTAS"
"ONR";"Monkira";"YMNK"
"ONS";"Onslow";"YOLW"
"ONT";"LA/ONTARIO INTL";"KONT"
"ONU";"Ono I Lau";"NFOL"
"ONX";"Enrique Adolfo Jimenez";"MPEJ"
"OOK";"Toksook Bay";"PAOO"
"OOL";"COOLANGATTA";"YBCG"
"OOM";"Cooma";"YCOM"
"OOR";"Mooraberree";"YMOO"
"OOT";"Onotoa";""
"OPA";"Kopasker";"BIKP"
"OPB";"Open Bay";""
"OPF";"Opa Locka";"KOPF"
"OPI";"Oenpelli";"YOEN"
"OPL";"St Landry Parish";"KOPL"
"OPO";"FRANCISCO SA CARNEIRO";"LPPR"
"OPS";"SINOP";"SWSI"
"OPU";"Balimo";""
"OPW";"Opuwa";""
"ORA";"Oran";"SASO"
"ORB";"Orebro-bofors";"ESOE"
"ORC";"Orocue";"SKOE"
"ORD";"O'HARE INTERNATIONAL";"KORD"
"ORE";"Orleans";"LFOJ"
"ORF";"NORFOLK";"KORF"
"ORG";"Zorg En Hoop";"SMZO"
"ORH";"WORCESTER REGIONAL";"KORH"
"ORI";"Port Lions SPB";""
"ORJ";"Orinduik";"SYOR"
"ORK";"CORK";"EICK"
"ORL";"Orlando Executive";"KORL"
"ORM";"Northampton";"EGBK"
"ORN";"ORAN";"DAOO"
"ORO";"Yoro";""
"ORP";"Orapa";"FBOR"
"ORR";"Yorketown";"YYOR"
"ORT";"Northway";"PAOR"
"ORU";"Oruro";"SLOR"
"ORV";"Curtis Memorial";"PFNO"
"ORW";"Ormara";"OPOR"
"ORX";"Oriximina";"SNOX"
"ORY";"ORLY";"LFPO"
"ORZ";"Orange Walk";""
"OSB";"Osage Beach";""
"OSC";"Wurtsmith AFB";"KOSC"
"OSD";"Åre Östersund Airport";"ESPC"
"OSE";"Omora";""
"OSF";"Ostafyevo International Airport";"UUMO"
"OSG";"Ossima";""
"OSH";"Wittman Field";"KOSH"
"OSI";"Osijek";"LDOS"
"OSK";"Oskarshamn";"ESMO"
"OSL";"GARDERMOEN";"ENGM"
"OSM";"Mosul";"ORBM"
"OSN";"Osan AB";"RKSO"
"OSO";"Osborne Mine";"YOSB"
"OSP";"Redzikowo Air Base";"EPSK"
"OSR";"LEOS JANACEK";"LKMT"
"OSS";"Osh International Airport";"UAFO"
"OST";"Ostend/Bruges International Airport";"EBOS"
"OSU";"Ohio State University";"KOSU"
"OSW";"Orsk";"UWOR"
"OSY";"Namsos";"ENNM"
"OSZ";"Koszalin";"EPKO"
"OTC";"Bol";"FTTL"
"OTD";"Contadora";""
"OTG";"Worthington";"KOTG"
"OTH";"North Bend";"KOTH"
"OTI";"Pitu";"WAMR"
"OTJ";"Otjiwarongo";"FYOW"
"OTK";"Tillamook";"KTMK"
"OTL";"Boutilimit";"GQNB"
"OTM";"Industrial";"KOTM"
"OTN";"Green";""
"OTP";"OTOPENI INTERNATIONAL";"LROP"
"OTR";"Coto 47";"MRCC"
"OTS";"Anacortes";""
"OTT";"Andre Maggi";""
"OTU";"Otu";"SKOT"
"OTZ";"Kotzebue";"PAOT"
"OUA";"OUAGADOUGOU";"DFFD"
"OUD";"ANGADS";"GMFO"
"OUE";"Ouesso";"FCOU"
"OUG";"Ouahigouya";"DFCC"
"OUH";"Oudtshoorn";"FAOH"
"OUI";"Ban Houei";"VLHS"
"OUK";"Outer Skerries";""
"OUL";"OULO";"EFOU"
"OUM";"Oum Hadjer";""
"OUR";"Batouri";"FKKI"
"OUS";"Ourinhos";"SDOU"
"OUT";"Bousso";""
"OUZ";"Zouerate";"GQPZ"
"OVA";"Bekily";"FMSL"
"OVB";"TOLMACHEVO";"UNNT"
"OVD";"OVIEDO";"LEAS"
"OVE";"Oroville";"KOVE"
"OVG";"Overberg (FAOB)";"FAOB"
"OVL";"Ovalle";""
"OVR";"Olavarria";"SAZF"
"OVS";"Sovetsky";"USHS"
"OWA";"Owatonna";""
"OWB";"Daviess County";"KOWB"
"OWD";"Memorial";"KOWD"
"OWK";"Central Maine Airport of Norridgewock";"KOWK"
"OXB";"OSVALDO VIEIRA";"GGOV"
"OXC";"Waterbury-oxford";"KOXC"
"OXD";"Miami University";""
"OXF";"OXFORD";"EGTK"
"OXO";"Orientos";""
"OXR";"Ventura";"KOXR"
"OXY";"Morney";"YMNY"
"OYA";"Goya";"SATG"
"OYE";"Oyem";"FOGO"
"OYG";"Moyo";""
"OYK";"Oiapoque";"SBOI"
"OYL";"Moyale";"HKMY"
"OYN";"Ouyen";""
"OYO";"Tres Arroyos";"SAZH"
"OYP";"St-Georges de lOyapock";"SOOG"
"OZA";"Ozona Municipalcipal";"KOZA"
"OZC";"Labo";"RPMO"
"OZG";"Zagora";"GMAZ"
"OZH";"MOKRAYA";"UKDE"
"OZP";"Moron";"LEMO"
"OZR";"Cairns AAF";"KOZR"
"OZZ";"Ouarzazate Airport";"GMMZ"
"PAA";"Pa-an";"VYPA"
"PAB";"Bilaspur";"VABI"
"PAC";"Paitilla-Marcos A. Gelabert";"MPMG"
"PAD";"PADERBORN";"EDLP"
"PAE";"Snohomish County - Paine Field";"KPAE"
"PAF";"Pakuba";"HUPA"
"PAG";"Pagadian";"RPMP"
"PAH";"BARKLEY REGIONAL";"KPAH"
"PAJ";"Para Chinar";"OPPC"
"PAK";"Port Allen";"PHPA"
"PAL";"Palanquero";"SKPQ"
"PAM";"Tyndall AFB";"KPAM"
"PAN";"Pattani";"VTSK"
"PAO";"Palo Alto";"KPAO"
"PAP";"Port au Prince";"MTPP"
"PAQ";"Palmer Municipalcipal";"PAAQ"
"PAS";"Paros";"LGPA"
"PAT";"Patna";"VEPT"
"PAU";"Pauk";"VYPK"
"PAV";"Paulo Afonso";"SBUF"
"PAX";"Port De Paix";"MTPX"
"PAY";"Pamol";"WBKP"
"PAZ";"Tajin";"MMPA"
"PBB";"Paranaiba";""
"PBC";"Hermanos Serdan International";"MMPB"
"PBD";"Porbandar";"VAPR"
"PBE";"Puerto Berrio";"SKPR"
"PBF";"Grider Field";"KPBF"
"PBG";"Plattsburgh International";"KPBG"
"PBH";"Paro";"VQPR"
"PBI";"PALM BEACH";"KPBI"
"PBJ";"Paama";"NVSI"
"PBL";"Puerto Cabello";"SVPC"
"PBM";"Zanderij International";"SMJP"
"PBN";"Porto Amboim";"FNPA"
"PBO";"Paraburdoo";"APPB"
"PBP";"Punta Islita";"MRIA"
"PBQ";"Pimenta Bueno";"SWPM"
"PBR";"Puerto Barrios";"MGPB"
"PBT";"Puerto Leda";""
"PBU";"Putao";"VYPT"
"PBV";"Porto Dos Gauchos";""
"PBX";"Porto Alegre Do Norte";""
"PBZ";"Plettenberg Bay";"FAPG"
"PCA";"Portage Creek";"MMPC"
"PCB";"Pondok Cabe";"WIHP"
"PCC";"Puerto Rico";""
"PCD";"Prairie du Chien Municipal Airport";"KPDC"
"PCF";"Potchefstroom";"FAPS"
"PCG";"Paso Caballos";""
"PCH";"Palacios";""
"PCJ";"Puerto La Victoria";""
"PCL";"Captain Rolden International Airport";"SPCL"
"PCM";"Playa Del Carmen";""
"PCN";"Koromiko";"NZPN"
"PCO";"Punta Colorada";"MMPL"
"PCP";"Principe";"FPPR"
"PCQ";"Bounneua";""
"PCR";"Puerto Carreno";"SKPC"
"PCS";"Picos";"SNPC"
"PCT";"Princeton";""
"PCU";"Pearl River County";""
"PCV";"Punta Chivato";""
"PDA";"Puerto Inirida";"SKPD"
"PDB";"Pedro Bay";""
"PDC";"Mueo";"NWWQ"
"PDD";"Ponta de Ouro";""
"PDE";"Pandie Pandie";"YPDI"
"PDF";"Prado";"SNRD"
"PDG";"Minangkabau International Airport";"WIMG"
"PDI";"Pindiu";""
"PDK";"Dekalb-Peachtree";"KPDK"
"PDL";"JOAO PAULO II";"LPPD"
"PDN";"Parndana";""
"PDO";"Pendopo";"WIPQ"
"PDP";"Capitan Corbeta CA Curbelo International Airport";"SUPE"
"PDR";"Presidente Dutra";""
"PDS";"Piedras Negras";"MMPG"
"PDT";"Pendleton";"KPDT"
"PDU";"Paysandu";"SUPU"
"PDV";"Plovdiv";"LBPD"
"PDX";"PORTLAND PDX";"KPDX"
"PDZ";"Pedernales";"SVPE"
"PEA";"Penneshaw";"YPSH"
"PED";"Pardubice";"LKPD"
"PEE";"BOLSHOYE SAVINO";"USPP"
"PEF";"Peenemuende";"EDCP"
"PEG";"Sant Egidio";"LIRZ"
"PEH";"Pehuajo";"SAZP"
"PEI";"MATECANA";"SKPE"
"PEK";"CAPITAL";"ZBAA"
"PEL";"Pelaneng";"FXPG"
"PEM";"Puerto Maldonado";"SPTU"
"PEN";"PENANG INTL";"WMKP"
"PEP";"Peppimenarti";""
"PEQ";"Pecos City";"KPEQ"
"PER";"PERTH INTL";"YPPH"
"PES";"Petrozavodsk";"ULPB"
"PET";"PELOTAS";"SBPK"
"PEU";"Puerto Lempira";"MHPL"
"PEV";"Pecs Pogany";"LHPP"
"PEW";"Peshawar";"OPPS"
"PEX";"Pechora";"UUYP"
"PEY";"Penong";""
"PEZ";"Penza";"UWPP"
"PFB";"Lauro Kurtz";"SBPF"
"PFC";"Pacific City State";"KPFC"
"PFJ";"Patreksfjordur";"BIPA"
"PFN";"Panama City-Bay Co International Airport";"KPFN"
"PFO";"Paphos International";"LCPH"
"PFQ";"Parsabad";"OITP"
"PFR";"Ilebo";"FZVS"
"PGA";"Page";"KPGA"
"PGB";"Pangoa";""
"PGC";"Grant County";""
"PGD";"Charlotte County";"KPGD"
"PGE";"Yegepa";""
"PGF";"LLABANERE";"LFMP"
"PGH";"Pantnagar";"VIPT"
"PGI";"Chitato";"FNCH"
"PGK";"Pangkalpinang";"WIKK"
"PGL";"Jackson County";"KPQL"
"PGM";"Port Graham";""
"PGN";"Pangia";""
"PGO";"Stevens Field";""
"PGP";"Porto Alegre";""
"PGR";"Paragould Kirk Field";""
"PGU";"Persian Gulf International";"OIBP"
"PGV";"PITT GREENVI";"KPGV"
"PGX";"Bassillac";"LFBX"
"PGZ";"Sant'Ana";"SSZW"
"PHA";"Phan Rang";"VVPR"
"PHB";"Santos Dumont";"SBPB"
"PHC";"PORT HARCOURT";"DNPO"
"PHD";"Harry Clever Field";"KPHD"
"PHE";"Port Hedland";"YPPD"
"PHF";"NEWPORT NEWS HAMPTON";"KPHF"
"PHG";"Port Harcourt City";""
"PHH";"Phan Thiet";""
"PHI";"Pinheiro";"SNYE"
"PHK";"Palm Beach Co Glades";"KPHK"
"PHL";"PHILADELPHIA";"KPHL"
"PHN";"St Clair County International";"KPHN"
"PHO";"Point Hope";"PAPO"
"PHP";"Philip";"KPHP"
"PHR";"Pacific Harbor";""
"PHS";"Phitsanulok";"VTPP"
"PHT";"Henry County";"KPHT"
"PHW";"Phalaborwa";"FAPH"
"PHX";"PHOENIX";"KPHX"
"PHY";"Phetchabun";"VTPB"
"PIA";"GREATER PEORIA";"KPIA"
"PIB";"Hattiesburg-Laurel Regional";"KPIB"
"PIC";"Pine Cay";"MBPI"
"PID";"Nassau Paradise Island Airport";"MYPI"
"PIE";"St. Petersburg-Clearwater International";"KPIE"
"PIF";"Pingtung";"RCDC"
"PIH";"Pocatello";"KPIH"
"PIK";"Prestwick";"EGPK"
"PIL";"Pilar";"SGPI"
"PIM";"Garden Harris County";"KPIM"
"PIN";"Parintins";"SWPI"
"PIO";"Pisco";"SPSO"
"PIP";"Pilot Point";"PAPN"
"PIR";"Pierre";"KPIR"
"PIS";"Biard";"LFBI"
"PIT";"PITTSBURGH";"KPIT"
"PIU";"Piura";"SPUR"
"PIV";"Pirapora";""
"PIW";"Pikwitonei";"CZMN"
"PIX";"PICO";"LPPI"
"PIZ";"Dew Station";"PPIZ"
"PJA";"Pajala";"ESUP"
"PJB";"Payson";"KPAN"
"PJC";"Pedro Juan Caballero";"SGPJ"
"PJG";"Panjgur";"OPPG"
"PJM";"Puerto Jimenez";"MRPJ"
"PKA";"SPB";"PAPK"
"PKB";"Wood County";"KPKB"
"PKC";"Petropavlovsk-Kamchatsky";"UHPP"
"PKE";"Parkes";"YPKS"
"PKF";"Park Falls";""
"PKG";"Pangkor Airport";"WMPA"
"PKH";"Alexion";"LGHL"
"PKJ";"Playa Grande";""
"PKK";"Pakokku";"VYPU"
"PKM";"Port Kaituma";""
"PKN";"Pangkalanbuun";"WRBI"
"PKO";"Parakou";"DBBP"
"PKP";"Puka Puka";"NTGP"
"PKR";"Pokhara";"VNPK"
"PKT";"Port Keats";"YPKT"
"PKU";"Sultan Syarif Kasim Ii";"WIBB"
"PKV";"Pskov";"ULOO"
"PKW";"Selebi-Phikwe";"FBSP"
"PKY";"Cilik Riwut (Tjilik Riwoet)";"WRBP"
"PKZ";"Pakse";"VLPS"
"PLD";"Playa Samara";"MRSR"
"PLE";"Paiela";""
"PLF";"Pala";"FTTP"
"PLH";"Plymouth City Airport";"EGHD"
"PLJ";"Placencia";""
"PLK";"M. Graham Clark - Taney County";""
"PLL";"Ponta Pelada";"SBMN"
"PLM";"Mahmud Badaruddin Ii";"WIPP"
"PLN";"Emmet County";"KPLN"
"PLO";"Port Lincoln";"YPLC"
"PLP";"La Palma";"MPLP"
"PLQ";"Palanga International";"EYPA"
"PLR";"St Clair County";"KPLR"
"PLS";"PROVIDENCIALES";"MBPV"
"PLT";"Plato";""
"PLU";"Pampulha";"SBBH"
"PLV";"Poltava";"UKHP"
"PLW";"Mutiara";"WAML"
"PLX";"Semipalatinsk";"UASS"
"PLY";"Plymouth";""
"PLZ";"PORT ELIZABETH";"FAPE"
"PMA";"Wawi";"HTPE"
"PMB";"Intermediate";"KPMB"
"PMC";"Tepual";"SCTE"
"PMD";"La Palmdale Regional Airport";"KPMD"
"PMF";"Giuseppe Verdi";"LIMP"
"PMG";"International";"SBPP"
"PMH";"Greater Portsmouth Regional";"KPMH"
"PMI";"PALMA DE MAIORCA";"LEPA"
"PMK";"Palm Island";"YPAM"
"PML";"AFS";"PAAL"
"PMM";"Phanom Sarakham";""
"PMN";"Pumani";""
"PMO";"PALERMO";"LICJ"
"PMP";"Pimaga";"KPMP"
"PMQ";"Perito Moreno";"SAWP"
"PMR";"Palmerston North";"NZPM"
"PMS";"Palmyra";"OSPR"
"PMT";"Paramakotoi";""
"PMV";"Del Caribe International (Gen. Santiago Marino)";"SVMG"
"PMW";"PALMAS";"SBPJ"
"PMX";"Metropolitan";""
"PMY";"El Tehuelche";"SAVY"
"PMZ";"Palmar Sur";"MRPM"
"PNA";"PAMPLONA";"LEPP"
"PNB";"Porto Nacional";"SBPN"
"PNC";"Ponca City";"KPNC"
"PND";"Punta Gorda";""
"PNE";"North Philadelphia";"KPNE"
"PNG";"Paranagua";"SSPG"
"PNH";"POCHENTONG";"VDPP"
"PNI";"Pohnpei";"PTPN"
"PNJ";"Peng Lai/Sha He Kou";""
"PNK";"Supadio";"WIOO"
"PNL";"Pantelleria";"LICG"
